//Section 	 Type 	 StatType 	 OptionIndex1 	 OptionIndex2 	 OptionIndex3 	 
0 		 2 	 1 		 21 		 0 		 0 		   
0 		 14 	 1 		 11 		 0 		 0 		   
0 		 32 	 1 		 37 		 38 		 0 		   
2 		 1 	 1 		 1 		 0 		 0 		   
4 		 5 	 2 		 29 		 0 		 0 		   
4 		 9 	 2 		 23 		 0 		 0 		   
5 		 0 	 3 		 13 		 0 		 0 		   
6 		 0 	 4 		 0 		 2 		 0 		   
6 		 6 	 4 		 17 		 0 		 0 		   
6 		 9 	 4 		 5 		 0 		 0 		   
6 		 30 	 4 		 74 		 0 		 0 		   
6 		 32 	 4 		 72 		 0 		 0 		   
6 		 42 	 4 		 143 		 0 		 0 		   
7 		 0 	 4 		 4 		 0 		 0 		   
7 		 1 	 4 		 11 		 12 		 0 		   
7 		 2 	 4 		 13 		 14 		 0 		   
7 		 3 	 4 		 19 		 20 		 0 		   
7 		 4 	 4 		 16 		 0 		 0 		   
7 		 5 	 4 		 1 		 2 		 0 		   
7 		 6 	 4 		 5 		 6 		 0 		   
7 		 7 	 4 		 17 		 0 		 0 		   
7 		 8 	 4 		 8 		 0 		 0 		   
7 		 9 	 4 		 10 		 0 		 0 		   
7 		 10 	 4 		 21 		 22 		 0 		   
7 		 11 	 4 		 23 		 0 		 0 		   
7 		 12 	 4 		 25 		 0 		 0 		   
7 		 13 	 4 		 28 		 0 		 0 		   
7 		 14 	 4 		 0 		 30 		 0 		   
7 		 26 	 4 		 33 		 0 		 0 		   
7 		 40 	 4 		 35 		 36 		 0 		   
7 		 59 	 2 		 37 		 0 		 0 		   
7 		 62 	 4 		 39 		 0 		 0 		   
7 		 63 	 4 		 40 		 0 		 0 		   
7 		 64 	 4 		 41 		 0 		 0 		   
7 		 65 	 4 		 42 		 0 		 0 		   
7 		 66 	 4 		 43 		 0 		 0 		   
7 		 67 	 4 		 44 		 0 		 0 		   
7 		 68 	 4 		 45 		 0 		 0 		   
7 		 69 	 4 		 46 		 0 		 0 		   
7 		 70 	 4 		 47 		 0 		 0 		   
7 		 72 	 4 		 49 		 0 		 0 		   
7 		 92 	 4 		 71 		 0 		 0 		   
7 		 94 	 4 		 72 		 0 		 0 		   
7 		 95 	 4 		 74 		 0 		 0 		   
7 		 96 	 4 		 76 		 0 		 0 		   
7 		 97 	 4 		 77 		 0 		 0 		   
7 		 98 	 6 		 78 		 0 		 0 		   
7 		 99 	 6 		 80 		 0 		 0 		   
7 		 100 	 6 		 82 		 0 		 0 		   
7 		 101 	 6 		 84 		 0 		 0 		   
7 		 103 	 6 		 88 		 0 		 0 		   
7 		 104 	 6 		 90 		 0 		 0 		   
7 		 105 	 6 		 92 		 0 		 0 		   
7 		 106 	 6 		 132 		 0 		 0 		   
7 		 107 	 6 		 133 		 0 		 0 		   
7 		 108 	 6 		 134 		 0 		 0 		   
7 		 109 	 6 		 135 		 0 		 0 		   
7 		 111 	 6 		 137 		 0 		 0 		   
7 		 112 	 6 		 138 		 0 		 0 		   
7 		 113 	 6 		 139 		 0 		 0 		   
7 		 114 	 6 		 140 		 0 		 0 		   
7 		 119 	 3 		 143 		 0 		 0 		   
7 		 122 	 6 		 144 		 0 		 0 		   
7 		 123 	 6 		 145 		 0 		 0 		   
7 		 124 	 3 		 146 		 0 		 0 		   
7 		 125 	 3 		 147 		 0 		 0 		   
7 		 126 	 3 		 148 		 149 		 0 		   
7 		 127 	 6 		 160 		 0 		 0 		   
7 		 128 	 6 		 161 		 0 		 0 		   
7 		 129 	 6 		 162 		 0 		 0 		   
7 		 130 	 4 		 94 		 95 		 0 		   
7 		 131 	 4 		 96 		 97 		 0 		   
7 		 132 	 4 		 98 		 99 		 0 		   
7 		 134 	 4 		 102 		 103 		 0 		   
7 		 135 	 4 		 104 		 105 		 0 		   
7 		 136 	 4 		 106 		 107 		 0 		   
7 		 137 	 4 		 108 		 109 		 0 		   
7 		 138 	 6 		 110 		 0 		 0 		   
7 		 139 	 6 		 111 		 0 		 0 		   
7 		 140 	 6 		 112 		 0 		 0 		   
7 		 141 	 6 		 113 		 0 		 0 		   
7 		 143 	 6 		 115 		 0 		 0 		   
7 		 144 	 6 		 116 		 0 		 0 		   
7 		 145 	 6 		 117 		 0 		 0 		   
7 		 150 	 6 		 118 		 0 		 0 		   
7 		 151 	 6 		 119 		 0 		 0 		   
7 		 152 	 6 		 120 		 0 		 0 		   
7 		 153 	 6 		 121 		 0 		 0 		   
7 		 155 	 6 		 123 		 0 		 0 		   
7 		 156 	 6 		 124 		 0 		 0 		   
7 		 157 	 6 		 125 		 0 		 0 		   
7 		 158 	 6 		 126 		 0 		 0 		   
7 		 159 	 6 		 127 		 0 		 0 		   
7 		 160 	 6 		 128 		 0 		 0 		   
7 		 164 	 6 		 150 		 0 		 0 		   
7 		 165 	 6 		 151 		 0 		 0 		   
7 		 166 	 6 		 152 		 0 		 0 		   
7 		 167 	 6 		 153 		 0 		 0 		   
7 		 169 	 6 		 155 		 0 		 0 		   
7 		 170 	 6 		 156 		 0 		 0 		   
7 		 171 	 6 		 157 		 0 		 0 		   
7 		 172 	 6 		 158 		 0 		 0 		   
7 		 177 	 4 		 164 		 0 		 0 		   
7 		 180 	 6 		 169 		 0 		 0 		   
7 		 181 	 6 		 170 		 0 		 0 		   
7 		 182 	 6 		 171 		 0 		 0 		   
7 		 183 	 6 		 172 		 0 		 0 		   
7 		 184 	 6 		 173 		 0 		 0 		   
7 		 185 	 6 		 185 		 0 		 0 		   
7 		 186 	 4 		 165 		 0 		 0 		   
7 		 187 	 4 		 166 		 0 		 0 		   
7 		 188 	 4 		 167 		 168 		 0 		   
7 		 189 	 6 		 174 		 0 		 0 		   
7 		 190 	 6 		 175 		 0 		 0 		   
7 		 191 	 6 		 176 		 0 		 0 		   
7 		 192 	 6 		 177 		 0 		 0 		   
7 		 194 	 6 		 179 		 0 		 0 		   
7 		 195 	 6 		 180 		 0 		 0 		   
7 		 196 	 6 		 181 		 0 		 0 		   
7 		 197 	 6 		 182 		 0 		 0 		   
7 		 199 	 6 		 184 		 0 		 0 		   
7 		 200 	 6 		 188 		 0 		 0 		   
7 		 201 	 6 		 189 		 0 		 0 		   
7 		 202 	 6 		 190 		 0 		 0 		   
7 		 203 	 6 		 191 		 0 		 0 		   
7 		 204 	 6 		 192 		 0 		 0 		   
7 		 205 	 6 		 193 		 0 		 0 		   
7 		 209 	 4 		 194 		 195 		 0 		   
7 		 212 	 6 		 196 		 0 		 0 		   
7 		 213 	 6 		 197 		 0 		 0 		   
7 		 214 	 6 		 198 		 0 		 0 		   
